method|timestamp|throughput|duration(ms)|noTuples|noPartitions|noThreads
Independent|2022-03-01 16:34:28|980374.2646962738|17.113072633743286|16777216|18|19
Concurrent|2022-03-01 16:34:47|1734731.0113801323|9.671364545822144|16777216|18|19
Independent|2022-03-01 16:36:02|1404338.787355345|11.946701288223267|16777216|2|20
Concurrent|2022-03-01 16:36:32|1723215.505956048|9.735994100570679|16777216|2|20
Independent|2022-03-01 16:37:14|862494.0458433143|19.45197892189026|16777216|4|20
Concurrent|2022-03-01 16:37:49|1120059.361780855|14.97886323928833|16777216|4|20
Independent|2022-03-01 16:38:39|660699.591084383|25.393107891082764|16777216|6|20
Concurrent|2022-03-01 16:39:13|1128945.168698478|14.860966205596924|16777216|6|20
Independent|2022-03-01 16:39:56|876612.820447306|19.138684272766113|16777216|8|20
Concurrent|2022-03-01 16:40:31|1073501.131470309|15.628503322601318|16777216|8|20
Independent|2022-03-01 16:41:15|855509.056031506|19.610798835754395|16777216|10|20
Concurrent|2022-03-01 16:41:51|1097895.302880177|15.281253099441528|16777216|10|20
Independent|2022-03-01 16:42:35|860327.5655431842|19.50096297264099|16777216|12|20
Concurrent|2022-03-01 16:43:10|1103470.016107845|15.204052448272705|16777216|12|20
Independent|2022-03-01 16:44:00|669270.7617345863|25.06790518760681|16777216|14|20
Concurrent|2022-03-01 16:44:35|1075740.1406574673|15.595974683761597|16777216|14|20
Independent|2022-03-01 16:45:16|948468.6732696648|17.688740253448486|16777216|16|20
Concurrent|2022-03-01 16:45:52|1066113.700436763|15.73679804801941|16777216|16|20
Independent|2022-03-01 16:46:35|873109.2765038775|19.215482473373413|16777216|18|20
Concurrent|2022-03-01 16:47:17|740560.177393943|22.65476393699646|16777216|18|20
Independent|2022-03-01 16:48:26|1669081.763260732|10.051764011383057|16777216|2|21
Concurrent|2022-03-01 16:48:45|2292100.4404697637|7.319581508636475|16777216|2|21
Independent|2022-03-01 16:49:17|1028658.9795267043|16.309793949127197|16777216|4|21
Concurrent|2022-03-01 16:49:42|1415908.7923904238|11.849079608917236|16777216|4|21
Independent|2022-03-01 16:50:16|927461.5413262992|18.08939266204834|16777216|6|21
Concurrent|2022-03-01 16:50:49|877972.1037403502|19.10905361175537|16777216|6|21
Independent|2022-03-01 16:51:23|1052933.0923768438|15.933791160583496|16777216|8|21
Concurrent|2022-03-01 16:51:46|1650545.3377070634|10.164650201797485|16777216|8|21
Independent|2022-03-01 16:52:20|1001830.0228668759|16.746569395065308|16777216|10|21
Concurrent|2022-03-01 16:52:40|1847937.6765046092|9.078886270523071|16777216|10|21
Independent|2022-03-01 16:53:14|957448.1492526798|17.52284550666809|16777216|12|21
Concurrent|2022-03-01 16:53:39|1328423.1614619847|12.629421472549438|16777216|12|21
Independent|2022-03-01 16:54:18|736980.5761533986|22.764800786972046|16777216|14|21
Concurrent|2022-03-01 16:54:44|1301773.0731632093|12.887972831726074|16777216|14|21
Independent|2022-03-01 16:55:15|1084822.303223281|15.465404748916626|16777216|16|21
Concurrent|2022-03-01 16:55:41|1395064.2230210837|12.026124477386475|16777216|16|21
